城市,日期,最高温,最低温,天气,风力风向,空气质量指数
2017-02-25 周六,21°,12°,晴~多云,西南偏南风2级
2017-02-26 周日,16°,3°,小雨,东南风2级
2017-02-27 周一,5°,1°,多云,西北偏西风2级
2017-02-28 周二,12°,7°,多云,西南风2级
2017-03-01 周三,15°,11°,多云~中雨,东南偏东风1级
2017-03-02 周四,21°,8°,雷阵雨~小雨,西南风2级
2017-03-03 周五,8°,-1°,晴,西北偏西风3级
2017-03-04 周六,3°,-6°,多云~晴,西北偏西风2级
2017-03-05 周日,-1°,-9°,多云~阴,西北风2级
2017-03-06 周一,2°,-5°,晴,西北偏北风2级
2017-03-07 周二,7°,3°,晴~小雨,南风1级
2017-03-08 周三,11°,9°,中雨~小雨,东南风1级
2017-03-09 周四,15°,6°,多云~晴,西风3级
2017-03-10 周五,16°,2°,晴~雨夹雪,西风2级
2017-03-11 周六,2°,-7°,中雪~阴,西北偏北风2级
2017-03-12 周日,-1°,-7°,多云~阴,西北偏西风2级
2017-03-13 周一,-1°,-6°,晴~阴,西北偏西风2级
2017-03-14 周二,2°,-2°,晴~中雪,西南偏西风1级
2017-03-15 周三,0°,-6°,冻雨~小雪,东北偏北风3级
2017-03-16 周四,-2°,-6°,小雪~多云,西北偏西风3级
2017-03-17 周五,3°,-4°,晴,西北偏西风2级
2017-03-18 周六,8°,0°,晴~多云,西北偏西风2级
2017-03-19 周日,2°,0°,雨夹雪,东风2级
2017-03-20 周一,8°,0°,晴,北风2级
2017-03-21 周二,11°,4°,晴~小雨,西北偏北风2级
2017-03-22 周三,15°,1°,多云~晴,西北偏西风1级
2017-03-23 周四,2°,-5°,晴,西北风3级
2017-03-24 周五,5°,1°,晴~多云,西北风2级
2017-03-25 周六,13°,10°,小雨~多云,西南风2级
2017-03-26 周日,16°,4°,小雨,东北偏北风1级
2017-03-27 周一,5°,5°,阴~小雨,东风2级
2017-03-28 周二,11°,7°,中雨~小雨,西风1级
2017-03-29 周三,6°,5°,中雨~小雨,东北偏东风2级
2017-03-30 周四,15°,2°,晴,西北偏北风2级
2017-03-31 周五,11°,3°,小雨,东南偏南风2级
2017-04-01 周六,5°,2°,中雨,东风2级
2017-04-02 周日,8°,3°,小雨~多云,东北偏北风2级
2017-04-03 周一,17°,7°,晴,西北风2级
2017-04-04 周二,17°,8°,晴~中雨,东南风1级
2017-04-06 周四,18°,6°,多云~小雨,西北风1级
2017-04-07 周五,10°,7°,大雨~多云,东风2级
2017-04-08 周六,9°,2°,小雨~多云,西风3级
2017-04-09 周日,13°,5°,晴,西北偏西风2级
2017-04-10 周一,19°,8°,晴,西风1级
2017-04-11 周二,23°,13°,晴~多云,西南风1级
2017-04-12 周三,26°,15°,晴~多云,西南偏西风2级
2017-04-13 周四,24°,8°,小雨~晴,西北风1级
2017-04-14 周五,18°,7°,晴,西北风2级
2017-04-15 周六,18°,8°,晴,北风1级
2017-04-16 周日,18°,13°,多云~小雨,西南偏南风2级
2017-04-18 周二,23°,8°,多云~晴,西北偏西风2级
2017-04-19 周三,19°,6°,晴,东北风2级
2017-04-20 周四,12°,8°,多云~小雨,东南偏南风2级
2017-04-21 周五,18°,11°,多云~大雨,东北风1级
2017-04-22 周六,11°,9°,阴~多云,东北偏东风2级
2017-04-23 周日,13°,8°,小雨~多云,西北偏北风1级
2017-04-24 周一,18°,7°,晴~多云,东南风1级
2017-04-25 周二,15°,10°,小雨~中雨,东风1级
2017-04-26 周三,12°,10°,中雨,东北偏东风3级
2017-04-27 周四,15°,13°,小雨~多云,东北偏东风2级
2017-04-28 周五,21°,14°,多云~小雨,东南偏南风1级
2017-04-29 周六,29°,17°,晴~小雨,西风1级
2017-04-30 周日,29°,12°,多云,西风2级
2017-05-01 周一,18°,10°,阴~多云,东风2级
2017-05-02 周二,23°,16°,多云~大雨,西南风1级
2017-05-03 周三,23°,11°,小雨~晴,西风3级
2017-05-04 周四,18°,8°,多云~晴,西北偏西风2级
2017-05-05 周五,17°,10°,多云~小雨,东南偏东风2级
2017-05-06 周六,15°,15°,中雨~小雨,东南偏东风2级
2017-05-07 周日,19°,9°,多云,南风2级
2017-05-08 周一,13°,7°,小雨~多云,西风1级
2017-05-09 周二,13°,7°,多云,西北偏西风2级
2017-05-10 周三,17°,8°,多云~晴,西北偏北风1级
2017-05-11 周四,17°,9°,多云~晴,东北偏北风1级
2017-05-12 周五,17°,10°,多云,东北偏东风1级
2017-05-13 周六,18°,10°,多云~小雨,东风1级
2017-05-14 周日,10°,7°,中雨,东北偏东风2级
2017-05-15 周一,19°,10°,雷阵雨~多云,西北风2级
2017-05-16 周二,20°,12°,多云~晴,西北风2级
2017-05-17 周三,26°,16°,多云~晴,西风2级
2017-05-18 周四,32°,21°,晴,西南偏西风2级
2017-05-19 周五,33°,23°,晴~雷阵雨,西南偏西风2级
2017-05-22 周一,20°,13°,晴~小雨,东南风1级
2017-05-23 周二,16°,14°,中雨~阴,东南偏东风1级
2017-05-24 周三,20°,15°,多云~小雨,东北偏北风1级
2017-05-25 周四,20°,13°,阴~小雨,东风2级
2017-05-26 周五,14°,13°,中雨~大雨,东北偏东风2级
2017-05-27 周六,22°,14°,多云~晴,西北偏西风2级
2017-05-28 周日,21°,14°,多云,西北偏西风1级
2017-05-29 周一,21°,13°,多云~小雨,东南风2级
2017-05-30 周二,15°,12°,小雨~雾,东北偏东风2级
2017-05-31 周三,15°,14°,小雨,东南偏东风1级
2017-06-01 周四,23°,16°,多云~雷阵雨,西风1级
2017-06-02 周五,26°,14°,晴,西风1级
2017-06-03 周六,24°,12°,雷阵雨~多云,西风2级
2017-06-04 周日,22°,13°,多云~晴,西北风1级
2017-06-05 周一,21°,13°,中雨~小雨,西南偏南风1级
2017-06-06 周二,19°,14°,多云~小雨,东风1级
2017-06-07 周三,13°,10°,小雨,东北风2级
2017-06-08 周四,19°,13°,多云~晴,东北偏东风1级
2017-06-09 周五,20°,12°,多云~晴,东风1级
2017-06-10 周六,26°,17°,多云~晴,西北偏西风2级
2017-06-11 周日,33°,22°,晴,西南偏西风1级
2017-06-12 周一,32°,23°,晴,西南偏西风1级
2017-06-13 周二,34°,21°,雷阵雨~大雨,西风2级
2017-06-14 周三,34°,21°,晴~大雨,西风1级
2017-06-15 周四,28°,16°,小雨~晴,东风1级
2017-06-16 周五,24°,16°,晴~多云,东南偏南风2级
2017-06-17 周六,20°,18°,多云~小雨,东南偏东风2级
2017-06-18 周日,27°,22°,雷阵雨~大雨,南风2级
2017-06-19 周一,29°,22°,多云~大雨,南风1级
2017-06-20 周二,31°,20°,雷阵雨~中雨,西南偏南风2级
2017-06-21 周三,28°,20°,晴,西南偏西风2级
2017-06-22 周四,28°,19°,晴,西风2级
2017-06-23 周五,28°,22°,晴~小雨,东南偏南风1级
2017-06-24 周六,28°,22°,大雨,西南风2级
2017-06-25 周日,28°,20°,小雨~晴,西北风2级
2017-06-26 周一,28°,18°,晴,西南风1级
2017-06-27 周二,26°,18°,晴~小雨,西南偏西风1级
2017-06-28 周三,25°,16°,雷阵雨,西南风1级
2017-06-29 周四,25°,19°,晴,西北偏西风2级
2017-06-30 周五,27°,22°,多云~晴,南风2级
2017-07-01 周六,31°,22°,晴~雷阵雨,西南偏南风1级
2017-07-02 周日,29°,21°,雷阵雨,南风1级
2017-07-03 周一,31°,20°,雷阵雨,西南偏西风1级
2017-07-04 周二,31°,21°,雷阵雨~晴,西风1级
2017-07-05 周三,29°,20°,多云~晴,东南偏东风1级
2017-07-06 周四,29°,18°,晴,东南偏东风2级
2017-07-07 周五,25°,18°,小雨~中雨,东南偏南风1级
2017-07-08 周六,26°,21°,中雨~大雨,东北风2级
2017-07-09 周日,28°,19°,多云~雷阵雨,西南偏西风1级
2017-07-10 周一,27°,20°,晴,西风2级
2017-07-11 周二,28°,22°,多云,风向风0级
2017-07-12 周三,29°,23°,雷阵雨~大雨,西南风1级
2017-07-13 周四,31°,25°,多云~大雨,西风2级
2017-07-14 周五,32°,20°,雷阵雨~大雨,南风2级
2017-07-15 周六,21°,20°,中雨~大雨,东南偏东风1级
2017-07-16 周日,28°,21°,多云,西北偏西风1级
2017-07-17 周一,30°,22°,晴,西南风1级
2017-07-18 周二,29°,22°,多云~雷阵雨,东南偏南风1级
2017-07-19 周三,31°,23°,晴,南风1级
2017-07-20 周四,33°,25°,晴,西南偏南风1级
2017-07-21 周五,34°,23°,晴~雷阵雨,西南风1级
2017-07-22 周六,33°,23°,晴,西北偏西风1级
2017-07-23 周日,33°,22°,小雨~中雨,东风1级
2017-07-24 周一,26°,19°,多云~中雨,东北偏东风1级
2017-07-25 周二,22°,17°,小雨~中雨,东北风2级
2017-07-26 周三,21°,17°,多云,东北风1级
2017-07-27 周四,25°,19°,晴,东南风1级
2017-07-28 周五,25°,21°,小雨,西南偏南风1级
2017-07-29 周六,29°,19°,多云~中雨,东北偏东风1级
2017-07-30 周日,25°,17°,阴~晴,东北偏北风2级
2017-07-31 周一,27°,19°,晴,北风2级
2017-08-01 周二,31°,21°,晴,西风1级
2017-08-02 周三,33°,22°,晴,东南偏东风1级
2017-08-03 周四,30°,20°,大雨~晴,西南偏南风1级
2017-08-04 周五,30°,22°,晴~雷阵雨,东南偏南风1级
2017-08-05 周六,28°,22°,雷阵雨~多云,东南偏南风2级
2017-08-06 周日,25°,17°,多云~晴,西风2级
2017-08-07 周一,24°,19°,多云~小雨,西风1级
2017-08-08 周二,21°,18°,中雨~小雨,东南偏南风1级
2017-08-09 周三,25°,18°,多云~晴,西北风1级
2017-08-10 周四,29°,19°,晴,西南风1级
2017-08-11 周五,28°,19°,晴,东南偏东风1级
2017-08-12 周六,27°,21°,多云~小雨,南风1级
2017-08-13 周日,25°,20°,多云~大雨,南风1级
2017-08-14 周一,28°,20°,晴,西北风1级
2017-08-15 周二,26°,21°,多云~小雨,东南风1级
2017-08-16 周三,23°,21°,中雨~多云,南风1级
2017-08-17 周四,30°,20°,晴,西北风1级
2017-08-18 周五,28°,22°,晴~大雨,东南偏东风1级
2017-08-19 周六,27°,22°,大雨,南风1级
2017-08-20 周日,30°,21°,晴,西北偏西风1级
2017-08-21 周一,27°,21°,晴,西北风1级
2017-08-22 周二,30°,23°,晴,西南偏南风1级
2017-08-23 周三,31°,22°,晴~大雨,西南偏南风2级
2017-08-24 周四,27°,18°,多云~晴,西北风2级
2017-08-25 周五,26°,17°,晴,西北偏北风1级
2017-08-26 周六,25°,16°,晴,西北偏北风1级
2017-08-27 周日,25°,16°,晴,东北偏北风1级
2017-08-28 周一,23°,16°,晴~多云,东风2级
2017-08-29 周二,24°,17°,多云,东北偏东风2级
2017-08-30 周三,20°,15°,中雨,东北偏东风2级
2017-08-31 周四,25°,18°,晴,西北偏北风1级
2017-09-01 周五,27°,13°,多云,西北偏西风1级
2017-09-02 周六,21°,13°,晴,西北偏北风1级
2017-09-03 周日,20°,15°,小雨~中雨,东南偏东风1级
2017-09-04 周一,20°,16°,小雨,西南风2级
2017-09-05 周二,26°,20°,晴,西南风1级
2017-09-06 周三,29°,20°,多云~中雨,西南偏南风1级
2017-09-07 周四,21°,15°,中雨,东北风2级
2017-09-08 周五,21°,14°,晴,西风2级
2017-09-09 周六,21°,13°,晴,西风1级
2017-09-10 周日,21°,12°,晴,西北偏北风2级
2017-09-11 周一,22°,14°,晴,北风2级
2017-09-12 周二,24°,16°,晴,西北偏北风1级
2017-09-13 周三,25°,18°,晴,西南风1级
2017-09-14 周四,28°,20°,雷阵雨~多云,西南风1级
2017-09-15 周五,27°,20°,雷阵雨~大雨,西南偏南风1级
2017-09-16 周六,27°,20°,晴,西南偏南风1级
2017-09-17 周日,27°,19°,晴~多云,东风1级
2017-09-18 周一,27°,18°,小雨~多云,东南偏东风1级
2017-09-19 周二,22°,19°,阴~小雨,东北风2级
2017-09-20 周三,25°,19°,小雨,东北风2级
2017-09-21 周四,26°,20°,多云~晴,北风2级
2017-09-22 周五,26°,18°,多云,北风2级
2017-09-23 周六,27°,18°,晴,北风2级
2017-09-24 周日,30°,21°,晴,北风2级
2017-09-25 周一,32°,22°,晴,东南风1级
2017-09-26 周二,30°,21°,晴,东南偏南风2级
2017-09-27 周三,28°,21°,多云~晴,东南偏东风1级
2017-09-28 周四,30°,20°,多云,东风1级
2017-09-29 周五,26°,13°,晴,西北偏北风2级
2017-09-30 周六,20°,13°,晴~小雨,西北风1级
2017-10-01 周日,18°,10°,阴~晴,北风2级
2017-10-02 周一,20°,11°,晴,西北风1级
2017-10-03 周二,22°,13°,晴,东风1级
2017-10-04 周三,21°,13°,晴,东南风1级
2017-10-05 周四,23°,17°,晴,西南风1级
2017-10-06 周五,28°,18°,多云~小雨,西南偏西风1级
2017-10-07 周六,27°,18°,多云,西南风1级
2017-10-08 周日,27°,20°,多云~小雨,东南偏南风1级
2017-10-09 周一,25°,21°,小雨~中雨,西南偏南风2级
2017-10-10 周二,23°,18°,中雨~小雨,南风2级
2017-10-11 周三,27°,17°,晴~多云,西北偏西风1级
2017-10-12 周四,25°,13°,小雨~中雨,东北偏东风2级
2017-10-13 周五,17°,12°,小雨~多云,东北偏东风2级
2017-10-14 周六,19°,15°,阴~中雨,东风2级
2017-10-15 周日,22°,17°,小雨~多云,东北风1级
2017-10-16 周一,23°,15°,雾~小雨,西南偏南风2级
2017-10-17 周二,15°,6°,多云~晴,西北风2级
2017-10-18 周三,14°,8°,晴,西风1级
2017-10-19 周四,22°,12°,晴,西南偏南风1级
2017-10-20 周五,21°,13°,晴,西南风1级
2017-10-21 周六,22°,12°,晴,西北风2级
2017-10-22 周日,25°,13°,多云~晴,西南风1级
2017-10-23 周一,24°,15°,晴,东南风1级
2017-10-24 周二,23°,18°,多云~小雨,东南偏南风2级
2017-10-25 周三,22°,15°,中雨~小雨,南风2级
2017-10-26 周四,18°,11°,小雨,西南偏西风1级
2017-10-27 周五,14°,7°,小雨~晴,西北风2级
2017-10-28 周六,16°,11°,晴,西南偏南风1级
2017-10-29 周日,20°,16°,晴~小雨,南风2级
2017-10-30 周一,19°,12°,中雨,东南风1级
2017-10-31 周二,13°,7°,小雨~晴,西风3级
2017-11-01 周三,13°,6°,晴,西风2级
2017-11-02 周四,13°,12°,多云,东风1级
2017-11-03 周五,22°,15°,多云,南风1级
2017-11-04 周六,23°,7°,多云~晴,西南偏西风2级
2017-11-05 周日,13°,10°,多云~小雨,东北偏东风2级
2017-11-06 周一,16°,15°,阴~小雨,东南风1级
2017-11-07 周二,18°,7°,小雨~晴,西南偏西风1级
2017-11-08 周三,9°,3°,小雨~中雨,东北偏北风2级
2017-11-09 周四,9°,3°,多云,东北偏东风1级
2017-11-10 周五,12°,2°,多云~小雨,东南偏东风1级
2017-11-11 周六,3°,-4°,晴~阴,西北风2级
2017-11-12 周日,3°,-1°,晴,北风1级
2017-11-13 周一,7°,2°,晴~多云,西南偏西风1级
2017-11-14 周二,8°,2°,中雨~晴,北风1级
2017-11-15 周三,8°,3°,多云~晴,北风2级
2017-11-16 周四,9°,8°,多云~小雨,东风1级
2017-11-17 周五,13°,3°,小雨~多云,西南偏西风2级
2017-11-18 周六,8°,2°,晴,西北风2级
2017-11-19 周日,11°,8°,小雨~中雨,南风1级
2017-11-20 周一,7°,3°,晴,西风3级
2017-11-21 周二,8°,3°,多云~晴,西风2级
2017-11-22 周三,11°,0°,小雨~晴,西北风4级
2017-11-23 周四,12°,0°,小雨~晴,西北风2级
2017-11-24 周五,6°,1°,晴,西北偏西风1级
2017-11-25 周六,10°,4°,晴,西南偏南风1级
2017-11-26 周日,13°,6°,晴,西南偏西风1级
2017-11-27 周一,8°,2°,晴,西北偏西风2级
2017-11-28 周二,10°,1°,晴,西北偏西风2级
2017-11-29 周三,11°,8°,晴,东南风1级
2017-11-30 周四,17°,3°,晴,西北风2级
2017-12-01 周五,9°,7°,多云~小雨,东南风1级
2017-12-02 周六,11°,3°,晴,西北风2级
2017-12-03 周日,8°,5°,多云,东南偏东风1级
2017-12-04 周一,8°,3°,多云,东南风1级
2017-12-05 周二,10°,7°,晴~多云,东风1级
2017-12-06 周三,16°,7°,小雨~中雨,东南偏南风2级
2017-12-07 周四,8°,2°,多云~晴,西风2级
2017-12-08 周五,6°,1°,晴,西风2级
2017-12-09 周六,3°,0°,多云,西南偏西风1级
2017-12-10 周日,1°,0°,中雪,东北偏北风2级
2017-12-11 周一,3°,0°,晴~小雪,西风2级
2017-12-12 周二,5°,1°,晴~雨夹雪,西南偏西风1级
2017-12-13 周三,10°,-3°,小雨~小雪,西南偏南风2级
2017-12-14 周四,0°,-2°,晴~小雪,西北偏西风3级
2017-12-15 周五,0°,-6°,中雪~晴,西北偏北风2级
2017-12-16 周六,-2°,-5°,中雪~小雪,西南风1级
2017-12-17 周日,3°,-2°,多云,西南偏西风2级
2017-12-18 周一,3°,1°,多云~小雨,东北风1级
2017-12-19 周二,7°,3°,多云,西北风1级
2017-12-20 周三,12°,3°,多云~晴,西风2级
2017-12-21 周四,6°,-1°,多云~晴,西北偏西风2级
2017-12-22 周五,3°,0°,晴~多云,西北风1级
2017-12-23 周六,10°,5°,多云~小雨,东南风1级
2017-12-24 周日,8°,3°,中雨~小雨,东南偏南风1级
2017-12-25 周一,5°,3°,多云~雨夹雪,东北风2级
2017-12-26 周二,2°,-4°,小雪~晴,西风3级
2017-12-27 周三,-2°,-7°,晴,西风2级
2017-12-28 周四,-4°,-10°,晴,西北风2级
2017-12-29 周五,-7°,-11°,阴,西北风2级
2017-12-30 周六,-5°,-8°,阴~晴,西北偏西风2级
2017-12-31 周日,-4°,-10°,中雪~小雪,西南偏西风2级
2018-01-01 周一,-9°,-12°,阴,西北风2级
2018-01-02 周二,-7°,-10°,阴,西北风2级
2018-01-03 周三,-3°,-8°,晴,西南偏西风2级
2018-01-04 周四,-1°,-4°,晴~中雪,西南偏西风1级
2018-01-05 周五,-3°,-12°,中雪~小雪,北风3级
2018-01-06 周六,-8°,-15°,阴,西北偏西风3级
2018-01-07 周日,-10°,-16°,阴,西北偏西风3级
2018-01-08 周一,-7°,-9°,多云~晴,西风1级
2018-01-09 周二,0°,-2°,冻雨~多云,西南风2级
2018-01-10 周三,6°,-3°,晴,西北偏西风2级
2018-01-11 周四,4°,1°,多云,东南偏东风1级
2018-01-12 周五,11°,7°,多云~小雨,东南偏南风1级
2018-01-13 周六,16°,6°,中雨,南风2级
2018-01-14 周日,6°,-8°,小雪~晴,西北风2级
2018-01-15 周一,-3°,-8°,晴,北风2级
2018-01-16 周二,-1°,-3°,中雪~多云,东北风2级
2018-01-17 周三,2°,0°,阴~中雪,东南风1级
2018-01-18 周四,1°,-6°,中雪~晴,西北风2级
2018-01-19 周五,0°,-4°,阵雪~晴,西北风2级
2018-01-20 周六,3°,0°,晴,西南偏西风2级
2018-01-22 周一,8°,6°,小雨,东南偏南风1级
2018-01-23 周二,8°,4°,阴~小雨,东风2级
2018-01-24 周三,15°,2°,中雨~晴,南风1级
2018-01-25 周四,6°,-4°,多云~晴,西北偏西风3级
2018-01-26 周五,1°,-5°,晴,西北风2级
2018-01-27 周六,3°,0°,晴,东南风1级
2018-01-28 周日,13°,8°,晴~小雨,西南偏南风2级
2018-01-29 周一,10°,2°,小雨~多云,西北风1级
2018-01-30 周二,6°,-1°,多云~小雪,东北风2级
2018-01-31 周三,2°,-5°,雨夹雪~晴,北风2级
2018-02-01 周四,0°,-1°,晴~多云,西南偏西风1级
2018-02-02 周五,7°,-1°,小雨~雨夹雪,西南偏南风1级
2018-02-03 周六,-1°,-8°,多云~晴,西北风2级
2018-02-04 周日,0°,-2°,晴~多云,西南风2级
2018-02-05 周一,7°,1°,小雨,南风1级
2018-02-06 周二,3°,-5°,小雨~多云,西北偏西风2级
2018-02-07 周三,2°,-2°,小雪~多云,西南风1级
2018-02-08 周四,7°,-3°,雨夹雪~小雨,东南风2级
2018-02-09 周五,0°,-5°,晴,西北偏西风2级
2018-02-10 周六,1°,1°,多云~阴,西南风1级
2018-02-11 周日,10°,6°,中雨,西南偏南风1级
2018-02-12 周一,16°,6°,中雨,东北偏东风1级
2018-02-13 周二,7°,-3°,多云~晴,西北风2级
2018-02-14 周三,3°,0°,晴,东风1级
2018-02-15 周四,11°,6°,多云~中雨,西南风1级
2018-02-16 周五,15°,12°,多云~中雨,西南风2级
2018-02-17 周六,14°,-2°,小雨~晴,西北偏西风2级
2018-02-18 周日,4°,0°,中雪,东南偏东风1级
2018-02-19 周一,6°,2°,晴,西北偏西风2级
2018-02-20 周二,9°,8°,小雨,南风1级
2018-02-21 周三,19°,14°,晴,西南风2级
2018-02-22 周四,25°,6°,晴~小雨,西南风2级
2018-02-23 周五,7°,1°,中雨,东北风2级
2018-02-24 周六,4°,4°,中雨~小雨,东南偏东风2级
2018-02-25 周日,12°,5°,小雨~中雨,西北风1级
2018-02-26 周一,6°,5°,中雨~多云,东北风2级
2018-02-27 周二,11°,3°,多云~晴,西北偏西风2级
2018-02-28 周三,13°,5°,晴,西南风1级
2018-03-01 周四,16°,8°,多云,西南风1级
2018-03-02 周五,15°,5°,多云~中雨,东北风2级
2018-03-03 周六,3°,1°,雨夹雪~中雪,西北风2级
2018-03-04 周日,9°,2°,多云,西北偏北风3级
2018-03-05 周一,6°,0°,多云,西北偏北风2级
2018-03-06 周二,6°,0°,小雨~晴,北风2级
2018-03-07 周三,8°,1°,多云~雨夹雪,东南偏东风2级
2018-03-08 周四,2°,0°,雨夹雪~中雪,东北风3级
2018-03-09 周五,3°,-1°,多云~小雪,西北偏西风2级
2018-03-11 周日,4°,0°,多云,西北偏西风2级
2018-03-12 周一,7°,0°,晴,西北偏西风1级
2018-03-13 周二,6°,1°,多云~雨夹雪,东北风2级
2018-03-14 周三,4°,0°,中雪~晴,西北风2级
2018-03-15 周四,5°,-1°,雨夹雪~小雪,西风2级
2018-03-16 周五,8°,0°,多云~雨夹雪,西北偏西风2级
2018-03-17 周六,4°,-2°,多云,西北偏西风2级
2018-03-18 周日,8°,-2°,晴,西北偏西风2级
2018-03-19 周一,6°,0°,晴,西北风2级
2018-03-20 周二,8°,-1°,晴~多云,北风2级
2018-03-21 周三,3°,0°,小雨~雨夹雪,东北风2级
2018-03-22 周四,1°,0°,中雪,东北偏北风3级
2018-03-23 周五,10°,0°,多云,西北风2级
2018-03-24 周六,9°,0°,小雨~多云,西北风1级
2018-03-25 周日,10°,0°,晴~小雪,西北偏北风2级
2018-03-26 周一,7°,0°,雨夹雪~小雨,东北偏东风2级
2018-03-27 周二,10°,0°,晴,东风2级
2018-03-28 周三,8°,3°,晴~小雨,东南风1级
2018-03-29 周四,11°,7°,多云,西南风1级
2018-03-30 周五,11°,10°,小雨,东南风1级
2018-03-31 周六,16°,3°,小雨~多云,西北偏西风1级
2018-04-01 周日,14°,6°,晴~多云,西南偏南风2级
2018-04-02 周一,15°,1°,多云~小雪,西风2级
2018-04-03 周二,6°,3°,中雪~多云,北风2级
2018-04-04 周三,6°,4°,中雨~小雨,东南偏东风2级
2018-04-05 周四,13°,1°,雷阵雨~晴,西南偏西风2级
2018-04-06 周五,12°,2°,雨夹雪,西南偏南风2级
2018-04-07 周六,16°,3°,雨夹雪,西南偏南风2级
2018-04-08 周日,8°,0°,多云,西北风2级
2018-04-09 周一,7°,0°,多云~晴,西北偏北风2级
2018-04-10 周二,9°,2°,晴~雨夹雪,西南风1级
2018-04-11 周三,10°,2°,多云~晴,西北偏西风2级
2018-04-12 周四,10°,6°,多云,东南偏南风1级
2018-04-13 周五,17°,13°,多云~晴,南风2级
2018-04-14 周六,27°,16°,晴,西南风2级
2018-04-15 周日,25°,5°,晴~中雨,东北偏北风2级
2018-04-16 周一,6°,3°,小雨~中雨,东北偏东风3级
2018-04-17 周二,15°,5°,中雨~多云,东南偏南风2级
2018-04-18 周三,8°,3°,小雨~晴,西风2级
2018-04-19 周四,12°,6°,多云~小雨,西风2级
2018-04-20 周五,7°,2°,小雨~晴,西北偏北风2级
2018-04-21 周六,10°,3°,晴,西北风2级
2018-04-22 周日,17°,6°,晴,西北偏西风2级
2018-04-23 周一,19°,7°,晴,西北偏西风1级
2018-04-24 周二,20°,7°,晴,东南偏东风2级
2018-04-25 周三,18°,11°,多云~中雨,东南风2级
2018-04-26 周四,15°,11°,中雨~小雨,东南偏东风1级
2018-04-27 周五,21°,11°,晴~多云,西北偏西风2级
2018-04-28 周六,13°,10°,中雨~多云,东北偏东风1级
2018-04-29 周日,20°,9°,晴~大雨,东南偏南风1级
2018-04-30 周一,15°,6°,多云,西北风2级
